ａｒｃｈｉｖｅ,1345,1345,3452,名詞,一般,*,*,*,*,アーカイブ,アーカイブ,アーカイブ,3/5,C1
ａｒｋａｎｓａｓ,1353,1353,4349,名詞,固有名詞,地域,一般,*,*,アーカンソー,アーカンソー,アーカンソー,3/6,C1
ａｒｇｕｍｅｎｔ,1345,1345,3452,名詞,一般,*,*,*,*,アーギュメント,アーギュメント,アーギュメント,1/6,C1
ｉｒｋ,1345,1345,3452,名詞,一般,*,*,*,*,アーク,アーク,アーク,1/3,C1
ｉｒｋ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アーク,アーク,アーク,1/3,C1
ａｒｔｈｕｒ,1350,1350,4385,名詞,固有名詞,人名,姓,*,*,アーサー,アーサー,アーサー,1/4,C2
ａｒｔｈｕｒ,1351,1351,4213,名詞,固有名詞,人名,名,*,*,アーサー,アーサー,アーサー,1/4,C2
ｅａｒｔｈ,1343,1343,4695,名詞,サ変接続,*,*,*,*,アース,アース,アース,1/3,C1
ｅａｒｔｈ,1352,1352,5223,名詞,固有名詞,組織,*,*,*,アース,アース,アース,1/3,C1
ａｒｃｈｉ,1345,1345,3507,名詞,一般,*,*,*,*,アーチ,アーチ,アーチ,1/3,C1
ａｒｃｈｅｒｙ,1345,1345,3435,名詞,一般,*,*,*,*,アーチェリー,アーチェリー,アーチェリー,1/5,C1
ａｒｔｉｓｔ,1345,1345,3452,名詞,一般,*,*,*,*,アーティスト,アーティスト,アーティスト,1/5,C1
ａｒｔｉｃｈｏｋｅ,1345,1345,3448,名詞,一般,*,*,*,*,アーティチョーク,アーティチョーク,アーティチョーク,4/6,C1
ａｒｔ,1345,1345,4020,名詞,一般,*,*,*,*,アート,アート,アート,1/3,C1
ａｒｔ,1351,1351,5466,名詞,固有名詞,人名,名,*,*,アート,アート,アート,1/3,C1
ａｒｔ,1352,1352,6276,名詞,固有名詞,組織,*,*,*,アート,アート,アート,1/3,C1
ｅｒｎｉｅ,1351,1351,4298,名詞,固有名詞,人名,名,*,*,アーニー,アーニー,アーニー,1/4,C2
ｅｒｎｅｓｔ,1351,1351,4304,名詞,固有名詞,人名,名,*,*,アーネスト,アーネスト,アーネスト,1/5,C1
ａｃｈｅｎ,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,アーヘン,アーヘン,アーヘン,1/4,C2
ａｒｍ,1345,1345,3452,名詞,一般,*,*,*,*,アーム,アーム,アーム,1/3,C1
ａｒｍｏｎｄ,1345,1345,3452,名詞,一般,*,*,*,*,アーモンド,アーモンド,アーモンド,1/5,C1
ａｒｌｉｎｇｔｏｎ,1353,1353,4310,名詞,固有名詞,地域,一般,*,*,アーリントン,アーリントン,アーリントン,3/6,C1
ｅａｒｌ,1345,1345,3980,名詞,一般,*,*,*,*,アール,アール,アール,1/3,C1
ｅａｒｌ,1360,1360,8532,名詞,接尾,助数詞,*,*,*,アール,アール,アール,1/3,C1
ｉａｃｏｃｃａ,1350,1350,4353,名詞,固有名詞,人名,姓,*,*,アイアコッカ,アイアコッカ,アイアコッカ,4/6,C1
ｉｒｏｎ,1345,1345,3474,名詞,一般,*,*,*,*,アイアン,アイアン,アイアン,0/4,C2
ｉｏｗａ,1353,1353,4349,名詞,固有名詞,地域,一般,*,*,アイオワ,アイオワ,アイオワ,0/4,C2
ｉｃｈｏｒ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アイコー,アイコー,アイコー,1/4,C2
ｉｃｏｍ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アイコム,アイコム,アイコム,1/4,C1
ｉｃｉｎｇ,1345,1345,3448,名詞,一般,*,*,*,*,アイシング,アイシング,アイシング,1/5,C1
ｉｃｅ,1345,1345,3943,名詞,一般,*,*,*,*,アイス,アイス,アイス,1/3,C1
ｉｃｅｃｒｅａｍ,1345,1345,3177,名詞,一般,*,*,*,*,アイスクリーム,アイスクリーム,アイスクリーム,5/7,C1
ｅｉｃｂａｈｎ,1345,1345,3452,名詞,一般,*,*,*,*,アイスバーン,アイスバーン,アイスバーン,4/6,C1
ｉｃｅｍａｎ,1345,1345,3335,名詞,一般,*,*,*,*,アイスマン,アイスマン,アイスマン,1/5,C1
ｉｃｅｌａｎｄ,1354,1354,3167,名詞,固有名詞,地域,国,*,*,アイスランド,アイスランド,アイスランド,4/6,C1
ｅｉｓｅｎ,1345,1345,3452,名詞,一般,*,*,*,*,アイゼン,アイゼン,アイゼン,1/4,C1
ｉｄａｈｏ,1353,1353,4349,名詞,固有名詞,地域,一般,*,*,アイダホ,アイダホ,アイダホ,0/4,C1
ｉｔｅｍ,1345,1345,3452,名詞,一般,*,*,*,*,アイテム,アイテム,アイテム,1/4,C1
ｉｄｅａ,1345,1345,3452,名詞,一般,*,*,*,*,アイディア,アイディア,アイディア,3/4,C2
ｉｄｅｎｔｉｔｙ,1345,1345,3730,名詞,一般,*,*,*,*,アイデンティティー,アイデンティティー,アイデンティティー,3/7,C1
ｉｄｏｌ,1345,1345,3266,名詞,一般,*,*,*,*,アイドル,アイドル,アイドル,1/4,C1
ｉｎｅｔ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アイネット,アイネット,アイネット,3/5,C1
ｉｖｙ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アイビー,アイビー,アイビー,1/4,C1
ｉｂｍ,1352,1352,4087,名詞,固有名詞,組織,*,*,*,アイビーエム,アイビーエム,アイビーエム,5/6,C1
ｅｉｆｆｅｌ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アイフル,アイフル,アイフル,1/4,C1
