ぁ,1,1,2516,その他,間投,*,*,*,*,ァ,ァ,ア,1/1,*
ぁ,2,2,10000,フィラー,*,*,*,*,*,ァ,ァ,ァ,1/1,*
あ,2,2,10000,フィラー,*,*,*,*,*,ア,ア,ア,1/1,*
あーかいぶ,1345,1345,3452,名詞,一般,*,*,*,*,アーカイブ,アーカイブ,アーカイブ,3/5,C1
あーかんそー,1353,1353,4349,名詞,固有名詞,地域,一般,*,*,アーカンソー,アーカンソー,アーカンソー,3/6,C1
あーきてくちゃ,1345,1345,3452,名詞,一般,*,*,*,*,アーキテクチャ,アーキテクチャ,アーキテクチャ,4/6,C1
あーぎゅめんと,1345,1345,3452,名詞,一般,*,*,*,*,アーギュメント,アーギュメント,アーギュメント,1/6,C1
あーぎゅめんとりすと,1345,1345,3452,名詞,一般,*,*,*,*,アーギュメントリスト,アーギュメントリスト,アーギュメントリスト,7/9,C1
あーく,1345,1345,3452,名詞,一般,*,*,*,*,アーク,アーク,アーク,1/3,C1
あーく,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アーク,アーク,アーク,1/3,C1
あーくらんどさかもと,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アークランドサカモト,アークランドサカモト,アークランドサカモト,4/10,C1
あーけーど,1345,1345,3448,名詞,一般,*,*,*,*,アーケード,アーケード,アーケード,1/5,C1
あーさー,1350,1350,4385,名詞,固有名詞,人名,姓,*,*,アーサー,アーサー,アーサー,1/4,C2
あーさー,1351,1351,4213,名詞,固有名詞,人名,名,*,*,アーサー,アーサー,アーサー,1/4,C2
あーさーひゅーまねっと,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アーサーヒューマネット,アーサーヒューマネット,アーサーヒューマネット,8/10,C1
あーす,1343,1343,4695,名詞,サ変接続,*,*,*,*,アース,アース,アース,1/3,C1
あーす,1352,1352,5223,名詞,固有名詞,組織,*,*,*,アース,アース,アース,1/3,C1
あーち,1345,1345,3507,名詞,一般,*,*,*,*,アーチ,アーチ,アーチ,1/3,C1
あーちぇりー,1345,1345,3435,名詞,一般,*,*,*,*,アーチェリー,アーチェリー,アーチェリー,1/5,C1
あーちすと,1345,1345,3305,名詞,一般,*,*,*,*,アーチスト,アーチスト,アーチスト,1/5,C1
あーてぃすと,1345,1345,3452,名詞,一般,*,*,*,*,アーティスト,アーティスト,アーティスト,1/5,C1
あーてぃちょーく,1345,1345,3448,名詞,一般,*,*,*,*,アーティチョーク,アーティチョーク,アーティチョーク,4/6,C1
あーと,1345,1345,4020,名詞,一般,*,*,*,*,アート,アート,アート,1/3,C1
あーと,1351,1351,5466,名詞,固有名詞,人名,名,*,*,アート,アート,アート,1/3,C1
あーと,1352,1352,6276,名詞,固有名詞,組織,*,*,*,アート,アート,アート,1/3,C1
あーとこーひー,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アートコーヒー,アートコーヒー,アートコーヒー,4/7,C1
あーとさろん,1348,1348,3621,名詞,固有名詞,一般,*,*,*,アートサロン,アートサロン,アートサロン,4/6,C1
あーとすふぃあ,1348,1348,3659,名詞,固有名詞,一般,*,*,*,アートスフィア,アートスフィア,アートスフィア,4/6,C1
あーとねいちゃー,1352,1352,4726,名詞,固有名詞,組織,*,*,*,アートネイチャー,アートネイチャー,アートネイチャー,4/7,C1
あーとぷりんとじゃぱん,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アートプリントジャパン,アートプリントジャパン,アートプリントジャパン,4/10,C1
あーとらいん,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アートライン,アートライン,アートライン,4/6,C1
あーにー,1351,1351,4298,名詞,固有名詞,人名,名,*,*,アーニー,アーニー,アーニー,1/4,C2
あーねすと,1351,1351,4304,名詞,固有名詞,人名,名,*,*,アーネスト,アーネスト,アーネスト,1/5,C1
あーばんうえすと,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アーバンウエスト,アーバンウエスト,アーバンウエスト,5/8,C1
あーばんこーぽれいしょん,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アーバンコーポレイション,アーバンコーポレイション,アーバンコーポレイション,8/11,C1
あーばんはうじんぐ,1352,1352,4831,名詞,固有名詞,組織,*,*,*,アーバンハウジング,アーバンハウジング,アーバンハウジング,5/9,C1
あーばんらいふ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アーバンライフ,アーバンライフ,アーバンライフ,5/7,C1
あーびた,1345,1345,3452,名詞,一般,*,*,*,*,アービタ,アービタ,アービタ,1/4,C1
あーびとれーしょん,1343,1343,4317,名詞,サ変接続,*,*,*,*,アービトレーション,アービトレーション,アービトレーション,5/8,C1
あーへん,1353,1353,4350,名詞,固有名詞,地域,一般,*,*,アーヘン,アーヘン,アーヘン,1/4,C2
あーべんと,1345,1345,3452,名詞,一般,*,*,*,*,アーベント,アーベント,アーベント,1/5,C1
あーぺらんと,1350,1350,4291,名詞,固有名詞,人名,姓,*,*,アーペラント,アーペラント,アーペラント,1/6,C1
あーまど,1350,1350,4228,名詞,固有名詞,人名,姓,*,*,アーマド,アーマド,アーマド,1/4,C1
あーまん,1350,1350,4342,名詞,固有名詞,人名,姓,*,*,アーマン,アーマン,アーマン,1/4,C2
あーむ,1345,1345,3452,名詞,一般,*,*,*,*,アーム,アーム,アーム,1/3,C1
あーむすとろんぐ,1350,1350,4351,名詞,固有名詞,人名,姓,*,*,アームストロング,アームストロング,アームストロング,6/8,C1
あーむちぇあ,1345,1345,3452,名詞,一般,*,*,*,*,アームチェア,アームチェア,アームチェア,4/5,C1
あーめんと,1348,1348,3659,名詞,固有名詞,一般,*,*,*,アーメント,アーメント,アーメント,1/5,C1
あーもすと,1348,1348,3648,名詞,固有名詞,一般,*,*,*,アーモスト,アーモスト,アーモスト,1/5,C1
あーもんど,1345,1345,3452,名詞,一般,*,*,*,*,アーモンド,アーモンド,アーモンド,1/5,C1
あーらん,1345,1345,3452,名詞,一般,*,*,*,*,アーラン,アーラン,アーラン,1/4,C1
あーりんとん,1353,1353,4310,名詞,固有名詞,地域,一般,*,*,アーリントン,アーリントン,アーリントン,3/6,C1
あーる,1345,1345,3980,名詞,一般,*,*,*,*,アール,アール,アール,1/3,C1
あーる,1360,1360,8532,名詞,接尾,助数詞,*,*,*,アール,アール,アール,1/3,C1
あーるぬーゔぉー,1345,1345,10000,名詞,一般,*,*,*,*,アールヌーヴォー,アールヌーヴォー,アールヌーヴォー,4/7,*
あーるびばん,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アールビバン,アールビバン,アールビバン,4/6,C1
あーるんほーる,1348,1348,3646,名詞,固有名詞,一般,*,*,*,アールンホール,アールンホール,アールンホール,5/7,C1
あーれすてぃ,1352,1352,4841,名詞,固有名詞,組織,*,*,*,アーレスティ,アーレスティ,アーレスティ,3/5,C1
あーろん,1350,1350,4352,名詞,固有名詞,人名,姓,*,*,アーロン,アーロン,アーロン,1/4,C2
あーろん,1351,1351,4288,名詞,固有名詞,人名,名,*,*,アーロン,アーロン,アーロン,1/4,C2
あいーだ,1349,1349,3506,名詞,固有名詞,人名,一般,*,*,アイーダ,アイーダ,アイーダ,2/4,C1
